order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD312298,ID1458422300,2019-07-12,Bakers,"[('Alcon 10', 2), ('Universe Note', 2), ('Lucent 330S', 2)]",27260,81.55,-37.818758,145.0068563,5,25978.55,Winter,True,1.4129,"i was getting this as a replacement for my that got wet. love this phone, better than my original one that i paid 700 for . charges faster.",True
ORD217160,ID2978793339,2019-12-11,Bakers,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",3315,64.13,-37.8115789,145.0113915,0,3379.13,Summer,False,1.432,"ordered new phone but received used and missing accessories! ordered new phone but received used and missing accessories, sending it back!",False
ORD442381,ID0575390870,2019-09-29,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",14315,79.34,-37.8204408,144.98481730000003,10,12962.84,Spring,False,1.3581,great phone love it!,True
ORD251156,ID5640714713,2019-12-07,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Toshika 750', 2), ('Lucent 330S', 1)]",30220,99.74,-37.8001783,144.9500496,10,27297.74,Summer,True,1.4154,"great phone great camera, fast response.. screen size just right with great color and it's really sharp i got the other one: http://www.digico.com/gp/product/b00lcn9gr2?ie=utf8&camp=213733&creative=393185&creativeasin=b00lcn9gr2&linkcode=shr&tag=justckem-20",True
ORD355565,ID4428364713,2019-12-10,Nickolson,"[('iStream', 1), ('pearTV', 1), ('Alcon 10', 1)]",15410,70.49,-37.7997903,144.965651,5,14709.99,Summer,False,2.1212,the screen will periodically stop responding to touch. researched ... the screen will periodically stop responding to touch. researched the net and it appears to be an issue with the aftermarket screen replacement.,False
ORD289533,ID5957906904,2019-04-14,Nickolson,"[('Thunder line', 2), ('iStream', 1), ('Toshika 750', 2), ('pearTV', 2)]",25770,70.5,-37.801382200000006,144.9743946,10,23263.5,Autumn,False,1.9629,great product we listen to music all the time,True
ORD477807,ID0266271570,2019-12-01,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",7445,81.13,-37.8241825,144.980334,5,7153.88,Summer,True,1.134,... phone kept going off and on it was a terrible experience so i did send the phone back and ... the phone that i bought did not meet any of my expectations the charger that came with the phone did not fit and the phone kept going off and on it was a terrible experience so i did send the phone back and i was refunded my money,False
ORD319111,ID1463620853,2019-03-18,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",11710,123.07499999999999,-37.8190211,145.003764,0,11792.05,Autumn,True,1.2539,excellent phone excellent just as described,True
ORD488268,ID0767670317,2019-07-30,Nickolson,"[('pearTV', 2), ('Olivia x460', 1), ('iStream', 2)]",14145,69.71,-37.80524370000001,144.9690899,10,12800.21,Winter,False,1.4868,"great phone, camara so so. great phone, camara so so. bought mine used so maybe the camera lens is scratched. the fun is sleek and fast. it dose all i need.",True
ORD382361,ID3317846706,2019-09-04,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",22280,85.39,-37.8023972,144.96335980000003,0,22365.39,Spring,False,1.8334,good great phone,True
ORD174923,ID0030943323,2019-05-05,Thompson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,66.65,-37.8021155,144.94161630000005,15,5863.65,Autumn,False,1.2693,great arrived on time and is working just fine,True
ORD389418,ID0301542599,2019-05-31,Thompson,"[('Toshika 750', 1), ('pearTV', 2)]",16940,66.46,-37.8221386,144.94986550000004,10,15312.46,Autumn,False,1.082,great product. device performed as described. great reviews.,True
ORD172047,ID0767586330,2019-04-01,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Universe Note', 1)]",10990,35.35,-37.8065629,144.9713323,0,11060.7,Autumn,False,1.3485,good value arrived a day early and looks brand new. so far no issues but have only had a few days. works with t-mobile,True
ORD176580,ID2975229838,2019-05-22,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Olivia x460', 1)]",23435,66.79,-37.8014705,144.9578627,25,17643.04,Autumn,False,1.5673,"the screen the phone screen is lifting, seem like it didn't set probably",True
ORD479927,ID0581782794,2019-07-31,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2), ('Thunder line', 2)]",13130,49.09,-37.807684,144.94008280000003,25,9896.59,Winter,False,0.8282,"i hated it because i was told that the water proof ... two weeks after i bought it, it got problem. :( it got wet and failing the microphone, i hated it because i was told that the water proof was really good. take care with olivia.",False
ORD090446,ID0871135414,2019-06-26,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",13325,68.35,-37.80598670000001,144.979449,5,12727.1,Winter,False,1.4581,"it's a great phone i recommend this phone to my dad, and my dad loves it.",True
ORD244175,ID4716795408,2019-04-12,Thompson,"[('Toshika 750', 2), ('Thunder line', 2), ('Universe Note', 1)]",16450,49.67,-37.8187387,144.9533937,10,14854.67,Autumn,False,0.8748,"very disappointed this phone has been useless from the beginning . it over heats , the battery will not hold a charge. i wish i had of just returned the phone instead of thinking these things would maybe get better. stupid on my part. now stuck with a piece of junk. :(",False
ORD489018,ID3146808079,2019-01-12,Bakers,"[('pearTV', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",29090,71.81,-37.8120434,144.9880858,0,29161.81,Summer,False,0.6685,product ear piece i have received my order but i was amazed to discovered that the ear piece was missing. please i want to know the reason why the ear piece did not came with the xp lumia 900 because the description of the product says its a new product,True
ORD173725,ID4716795179,2019-04-26,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,79.29,-37.8190917,144.952678,10,16576.29,Autumn,True,0.8682,excellent quality. don't let the bad reviews stop you. i have no complaints whatsoever! screen was cclleeaann.. phone came factory unlocked as stated on digico. phone was basically in new condition.,True
ORD032386,ID6167344604,2019-02-27,Nickolson,"[('iStream', 1), ('Toshika 750', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",28915,75.33,-37.80995460000001,144.9697511,5,27544.58,Summer,False,0.962,very good relación precio ~ producto,True
ORD049332,ID1236937911,2019-01-06,Thompson,"[('Universe Note', 1), ('pearTV', 1), ('Lucent 330S', 1)]",10990,63.37,-37.8262024,144.9492544,10,9954.37,Summer,False,1.5182,one star the phone was blocked,False
ORD473978,ID2302923319,2019-01-31,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",13950,83.595,-37.814871200000006,144.9647874,0,14005.73,Summer,False,0.5893,"poor quality battery the battery is trash....after six months of ownership, it must be charged every day...even when no calls are made or received.",False
ORD038981,ID4418536077,2019-05-20,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2)]",6910,69.3,-37.802642,144.9634102,25,5251.8,Autumn,True,1.82,"ipad without the bells and whistles. the parental controls are good, but a bit confusing. haven't had the time to sit down and sort it out",False
ORD373185,ID5668009765,2019-06-05,Bakers,"[('Olivia x460', 2), ('iStream', 1), ('Lucent 330S', 2), ('Thunder line', 1)]",7240,67.79,-37.7998656,145.0027997,0,7307.79,Winter,False,1.3095,"i love this phone screen and camera is beautiful, features are amazing (coming from an alcon user) and battery lasts me around 2 days without a charge and i'm a heavy user. 1000 dollars seems to be a bit too much for any kind of phone that isn't made of gold but i do not regret buying this.",True
ORD017945,ID5257193656,2019-07-02,Nickolson,"[('iStream', 2), ('iAssist Line', 1), ('Universe Note', 1), ('pearTV', 2)]",18595,64.7,-37.8127872,144.9770046,10,16800.2,Winter,False,0.9207,five stars perfect item!,True
ORD271494,ID0746912594,2019-07-20,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",13830,68.37,-37.8242614,144.984296,25,10440.87,Winter,False,1.4419,the phone is excellent i like it.,True
ORD499840,ID6245731035,2019-04-25,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('iStream', 1)]",12140,64.23,-37.8107123,144.97714950000002,10,10990.23,Autumn,False,1.1029,"great buy! phone is great i just did not know i was not getting the original charger for it. great price, great condition and quick delivery. i'm happy.",True
ORD005452,ID3326880148,2019-10-07,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('pearTV', 2)]",17090,84.68,-37.8029623,144.9290447,10,15465.68,Spring,False,1.9187,"fantastic phone i switched to lumia 920 from an alcon. awesome super sensitive touch, remarkable display and the amazing camera. this phone oozes awesomeness. also, live tiles in wp8 are ridiculously good. goodjob ms & xp!",True
ORD053552,ID2332601815,2019-04-12,Bakers,"[('pearTV', 1), ('iStream', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",11100,82.54,-37.80430670000001,145.0111534,0,11182.54,Autumn,True,1.5368,"good i love this phone, it is good and faster. easy to use, i would recommendt it for everybody and anybody! i am inlove with my xp, perfect!",True
ORD054399,ID5301568561,2019-11-12,Thompson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,101.16,-37.8088949,144.9421274,0,6841.16,Spring,True,0.6048,five stars nice,True
ORD414650,ID1459448724,2019-02-07,Bakers,"[('Olivia x460', 2), ('Toshika 750', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",14410,64.64,-37.8195405,145.0084411,25,10872.14,Summer,False,1.5742,"charging port broke 2 weeks after warranty expired second time a charging port on this phone has died. in addition, water resistant is a stretch as it sounds terrible and takes significant time to dry before being usable. awful",False
ORD439577,ID4353912827,2019-12-17,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",18815,106.83,-37.8248177,145.01295349999995,15,16099.58,Summer,True,2.2695,two not identical items 1) i ordered two identical items. i received one item exactly as ordered and one with an extra attachment. it makes me want the 2nd attachment for the 2nd phone. 2) they arrived quickly and were packaged safely.,True
ORD327249,ID2505811399,2019-01-09,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2)]",20080,86.89,-37.8046273,144.96335569999997,5,19162.89,Summer,True,1.6475,one star overcharged item and snail-pace delivery despite so called expedited delivery.,False
ORD390158,ID0580026120,2019-05-13,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810,101.385,-37.8002524,144.9434681,25,7425.09,Autumn,False,1.4185,i enjoy the candle inferno but it is not meant for heavy lifting. good for reading books and web searching but digico app store doesnt have many of the normal apps found in google play or pear app store. great value for the price however,True
ORD322691,ID3098154913,2019-03-08,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('iStream', 2), ('Thunder line', 2)]",27010,69.04,-37.8233657,144.93921709999995,15,23027.54,Autumn,False,1.376,worth every penny awesome phone,True
ORD283968,ID2936361940,2019-03-07,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",26970,62.56,-37.81070620000001,144.9450896,0,27032.56,Autumn,True,0.2797,one star the phone didnt last two months and died bad bad,False
ORD085524,ID1458418088,2019-04-03,Bakers,"[('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",18910,34.18,-37.8196704,145.0100186,5,18032.86,Autumn,False,1.6884,recommended works fine,True
ORD027108,ID0580158982,2019-09-18,Thompson,"[('iStream', 2), ('iAssist Line', 1), ('pearTV', 1)]",8835,66.97,-37.8001749,144.9371792,25,6693.22,Spring,False,1.6408,check out any person using a delivery address different from the billing address this was fraudulent on my credit card and i’m terribly disappointed in digico letting this happen,False
ORD071266,ID2975262281,2019-08-29,Bakers,"[('Toshika 750', 1), ('pearTV', 1), ('Alcon 10', 1), ('Candle Inferno', 2)]",20440,80.42,-37.8224086,144.9978607,10,18476.42,Winter,True,1.4009,"great for the price bought this for my grandson. he seems perfectly happy with it, haven't heard any complaints about it yet",True
ORD129125,ID4807112219,2019-04-29,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Universe Note', 2), ('pearTV', 1)]",31970,70.92,-37.7996552,144.93712419999997,25,24048.42,Autumn,False,1.6926,"juggernaut love this phone. options and use is so easy and plenty of ways to customize, especially in protecting privacy and limiting usage of different feature of apps. this also monitors apps and alerts you of high usage of apps in the background.",True
ORD451463,ID4716795437,2019-12-23,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",5265,58.3,-37.8188629,144.9531155,0,5323.3,Summer,False,0.8703,"one star almost nothing worked on this ""refurbished"" phone.",False
ORD163530,ID0247277261,2019-04-26,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180,67.22,-37.8041956,144.9569304,0,10247.22,Autumn,False,1.2817,good phone been a good phone. looks different has great performance. porn looks absolutely amazing on it. i can see every stretch mark and poor decision of these girls. 10/10 with rice,True
ORD371794,ID2768639319,2019-02-26,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('pearTV', 2), ('Lucent 330S', 1)]",15010,73.25,-37.8178255,144.9673506,10,13582.25,Summer,True,0.2116,"i have a problem because the screen broke, i ... i have a problem because the screen broke, i whant to know if the warranty cover that, because i did not buy screensaver because the screen was resistant to everything.",False
ORD326811,ID0711333474,2019-12-16,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Lucent 330S', 1)]",14630,81.85,-37.8062318,144.9561075,0,14711.85,Summer,True,1.0705,one star very bad experience,False
ORD333400,ID1033063249,2019-07-10,Bakers,"[('Universe Note', 1), ('iAssist Line', 1), ('iStream', 1)]",5825,51.25,-37.801007,144.9943011,0,5876.25,Winter,False,1.004,"very disappointed. within days of receiving this item the screen intermittently got blurred. then within weeks the screen would go black for no apparent reason and i would have to force factory reset. now, i can even get the force factory reset to work. not worth the money! very disappointed.",False
ORD180526,ID0332544861,2019-08-08,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",21350,63.36,-37.8120549,144.9509981,25,16075.86,Winter,False,0.3523,good price.good phone. good phone for that price,True
ORD422999,ID0758611933,2019-10-04,Thompson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,30.635,-37.8215414,144.9456439,5,5367.02,Spring,False,0.9951,battery its not true 4000 mah ugly battery ever seen,False
ORD185854,ID2621939429,2019-03-04,Bakers,"[('iStream', 1), ('Olivia x460', 1)]",1375,54.83,-37.8038035,144.9781357,25,1086.08,Autumn,False,1.6541,don’t risk it my phone was coming up as lost or stolen when i tried to get it activated,False
ORD220740,ID4716795638,2019-10-02,Thompson,"[('Olivia x460', 2), ('Universe Note', 1)]",5900,85.42,-37.8188143,144.9530958,25,4510.42,Spring,True,0.865,kind of disappointed. delivered on time but missing slot card holder.,False
ORD136316,ID1463547048,2019-02-10,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2), ('Toshika 750', 1)]",12080,97.56,-37.8183617,145.0039538,25,9157.56,Summer,True,1.2064,"s10 is the best phone ever am over excited about my new phone, i love everything about my phone🤗",True
ORD170678,ID4520380440,2019-12-05,Nickolson,"[('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2)]",5370,138.81,-37.8200114,144.96135790000002,0,5462.54,Summer,True,0.7375,good phone very nice,True
ORD211244,ID2266482254,2019-02-08,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1), ('iStream', 1)]",8280,91.42,-37.82499960000001,144.96690680000003,10,7543.42,Summer,True,0.7499,one is my. favorite phone.,True
ORD416302,ID0642420366,2019-03-13,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 1), ('Universe Note', 1)]",9860,66.57,-37.8194511,144.9548142,0,9926.57,Autumn,True,1.0165,"toshika sucks buy this phone only if you still believe ""japanese quality is great"", and willing to contribute more to toshika. mediatek cpu, average camera plus cheap plastic built; this phone should be sold for $150, not $250. toshika sucks.",False
ORD360940,ID4518394737,2019-12-08,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('iStream', 1), ('Alcon 10', 1)]",17635,68.97,-37.8080981,144.9481678,0,17703.97,Summer,False,0.5184,"nice phone at an excellent price! very slick bezel-less design and excellent value for a 32gb phone! it receives from toshika a free over the air upgrade to android 8 (oreo), which itself is a $50+ value.",True
ORD101911,ID0496572520,2019-12-19,Bakers,"[('Toshika 750', 2), ('Alcon 10', 2), ('Universe Note', 1)]",29990,104.45,-37.80108120000001,145.0146905,0,30094.45,Summer,True,1.9783,nice phone excellent nice phone excellent. but u should be able to take out the battery at will it's fixed into the phone,True
ORD063160,ID3106292223,2019-11-04,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('Thunder line', 2)]",23880,105.89,-37.8067428,144.9322051,10,21597.89,Spring,True,1.4645,"five stars this is a great phone so far, we are impressed and will buy again if needed. thanks!",True
ORD094818,ID0560991962,2019-07-20,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('pearTV', 2), ('Lucent 330S', 2)]",17830,66.51,-37.8211448,144.94743559999995,5,17005.01,Winter,False,0.9436,the sound is amazing and many collections of all music,True
ORD244239,ID1889199216,2019-07-01,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",9090,79.4,-37.829895,144.97132140000005,15,7805.9,Winter,True,1.2675,bought this for my dad food christmas and he loves it.,True
ORD330964,ID0579994944,2019-03-15,Thompson,"[('pearTV', 1), ('Thunder line', 2)]",10670,64.24,-37.8037717,144.9380206,10,9667.24,Autumn,True,1.2709,do not waste your money the song they sent me continuously restarts out of nowhere and when i called they said that they couldn't replace it and i have to send it back with an inconvenience i would not buy this phone at all i would hop into buying a factory unlocked olivia universe note 5,False
ORD294350,ID6167254966,2019-02-11,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,52.71,-37.8180802,144.9703929,10,4363.71,Summer,False,0.0936,"did not work. verizon version, did not work on t-mobile service. false advertising.",False
ORD294445,ID1597555518,2019-02-10,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270,56.44,-37.8194958,144.9775075,0,13326.44,Summer,False,0.7068,"dont buy i didn't like much,it wasnt any good and my service didnt seem to work on the phone and kept going in and out,terrible phone wouldnt ever reccomend",False
ORD281268,ID2177825298,2019-01-20,Bakers,"[('pearTV', 2), ('Alcon 10', 1)]",21570,100.52,-37.812452,145.0122352,5,20592.02,Summer,True,1.5201,fingerprint on the display needs to be improved its nice,True
ORD222788,ID1462399059,2019-12-07,Bakers,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,91.28,-37.8200279,145.015796,10,20125.28,Summer,True,2.1254,sim card holder arrived broken phone works but when we’re adding it to our cellphone plan we needed to open the sim card slot. upon doing this the sim card holder popped out but it was broken. it would not hold the sim card since it was broken,False
ORD447267,ID1597555518,2019-04-23,Nickolson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,63.15,-37.8194958,144.9775075,10,2547.15,Autumn,True,0.7068,"scam product says it’s “fully unlocked” but it’s not, do not buy this it’s just a waste of time and money.",False
ORD431981,ID0477078776,2019-03-24,Nickolson,"[('Thunder line', 2), ('Universe Note', 1), ('Alcon 10', 2), ('pearTV', 2)]",38330,67.02,-37.8068607,144.9742988,15,32647.52,Autumn,False,1.3713,"worth the $ we've only had them a week or so but, so far so good thankful we took a chance with something we weren't entirely sure about",True
ORD418291,ID0370750312,2019-03-26,Bakers,"[('pearTV', 2), ('Thunder line', 1), ('Olivia x460', 2)]",17250,64.71,-37.813925,144.9830509,0,17314.71,Autumn,True,1.1571,if using { tmobile avoid this phone the phone sucks with tmobile connection. i wish i could exchange this for an other device ahead of time.,False
ORD412887,ID6167231033,2019-01-16,Nickolson,"[('Toshika 750', 2), ('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",31760,74.56,-37.813008,144.9602039,25,23894.56,Summer,False,1.0307,"love it! i've been using this phone for about 2 weeks since upgrading myself from an alcon 5c and i am beyond glad i switched to android. not knocking ios, but i definitely prefer android and the camera on this phone is gorgeous!",True
ORD403413,ID0030287465,2019-01-02,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2455,93.57000000000001,-37.8081138,144.97686069999997,10,2271.88,Summer,False,1.3321,this phone sucks no reception in my house doesn't connect to the ... this phone sucks no reception in my house doesn't connect to the microcell at&t gave me is not compatible with it the phone sucks,False
ORD459963,ID4315295106,2019-07-09,Bakers,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,65.51,-37.8159696,144.9915803,15,6976.01,Winter,False,0.7384,five stars love it! the s line is always a good choice!,True
ORD196119,ID0575529523,2019-11-18,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Thunder line', 2), ('Toshika 750', 1)]",21730,108.72,-37.8236865,144.98682019999995,10,19665.72,Spring,True,1.6208,the reader was easy to setup for a novice reader and email user.,True
ORD131522,ID5587121107,2019-05-26,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Universe Note', 1)]",6905,79.7,-37.818875,144.9567832,15,5948.95,Autumn,True,1.0984,"worth spending a little more for way more quality pleasantly surprised, this is by far the best virgin mobile phone i have owned. i was hesitant because i didn't care for my husband's s8 or s9 and i usually prefer htc. my husband prefers my phone to his, and his cost much more through verizon.",True
ORD111797,ID3807748037,2019-09-14,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,83.28,-37.8063556,144.9979988,5,19425.28,Spring,True,0.4727,this is suck the device is so weak. i've got this phone about six weeks ago but the camera started not working since a week ago. the seller does not respond my call.,False
ORD348259,ID3810637323,2019-01-04,Thompson,"[('pearTV', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",21690,76.02,-37.82098660000001,144.9427727,0,21766.02,Summer,False,0.9996,"five stars great phone, awesome camera.",True
ORD247000,ID5422003859,2019-03-09,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Toshika 750', 2), ('Candle Inferno', 1)]",28195,69.4,-37.8004479,144.95884099999995,5,26854.65,Autumn,False,1.71,three stars it's ok but it is a use cell,True
ORD153673,ID0277366483,2019-06-14,Bakers,"[('Alcon 10', 2), ('pearTV', 1), ('Universe Note', 1)]",27660,51.58,-37.8003874,145.0057105,5,26328.58,Winter,False,1.4119,not a true unlocked phone. phone is not truely unlocked. not compatible with sprint or verizon.,False
ORD057128,ID0576868847,2019-04-03,Bakers,"[('Thunder line', 2), ('Olivia x460', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",18675,66.99,-37.8245793,144.9903335,5,17808.24,Autumn,False,1.6795,"hands down best phone ever i'm on verizon, came from old universe nexus. this phone is top of the line, from the stylus to the speed and the screen, oh the screen. no regrets!",True
ORD156722,ID2288769492,2019-10-21,Bakers,"[('Thunder line', 2), ('iStream', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",8820,32.12,-37.802331,145.0036807,15,7561.24,Spring,False,1.1315,"i thought it would do more, eg. be able to integrate with my cell phone to make calls or send text messages",False
ORD318958,ID0128874960,2019-01-08,Bakers,"[('Alcon 10', 1), ('Olivia x460', 1), ('Toshika 750', 2), ('Thunder line', 2)]",23175,75.63,-37.8019899,145.0010285,15,19774.38,Summer,False,1.0267,good buy! good phone for the price !,True
ORD241355,ID0282825865,2019-06-26,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",21780,77.7,-37.8047938,144.9508954,25,16412.7,Winter,True,0.9395,"works great! i recommend it to anyone who has gold, wifi and an hdm1 tv. that’s all u need. i’m not really technologically savvy but even i was able to set it up with included and on screen directions.",True
ORD095121,ID6195295691,2019-04-21,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1), ('Candle Inferno', 2), ('pearTV', 2)]",16890,68.39,-37.8250996,145.0100926,0,16958.39,Autumn,True,2.1294,total hassle and complete waste of time and resources screen defective; ghost image of a keyboard was burned into the screen. return shipment was not paid by the seller either. total hassle and complete waste of time and resources.,False
ORD313288,ID2270151074,2019-01-10,Bakers,"[('Thunder line', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",27935,66.49,-37.8131862,145.01425659999995,15,23811.24,Summer,False,1.7104,cannot be activated. verizon cannot activate this phone. it was a waste of money.,False
ORD282059,ID0579502235,2019-03-16,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1)]",3455,61.06,-37.8148461,144.9506248,25,2652.31,Autumn,False,0.3953,worth all 200dollars very good phone for the price. i would definitely recommend this phone if you want to save money. it does the same thing as a $700 smart phone.,True
